,text,label,np
72,The minimum temperature on Saturday dropped below 20 degree Celsius in Mumbai — the lowest so far this season. The Santacruz weather observatory recorded a minimum temperature of 19.7 degrees  which is two degrees below normal. Location-wise minimum temperatures  as recorded by the India Meteorological Department’s (IMD) automatic weather stations  showed that Kandivali was the coolest at 18.9 degree Celsius  followed by Malad at 19.6 degrees. In the Mumbai Metropolitan Region  Panvel was the coolest  at 14.8 degrees. Navi Mumbai recorded a minimum temperature of 18.6 degrees. The weather bureau said that as per the 48-hour forecast  the minimum temperature is expected to hover between 19 and 21 degrees over the next week  due to the current wind pattern. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
73,The Brihanmumbai Municipal Corporation (BMC) has fined at least 2.26 lakh people across the city for not wearing face masks in public places. As much as Rs 4.7 crore has been collected as fines during the pandemic  officials said. On Friday alone  the civic body penalised 9 983 people for not wearing masks  and collected fines worth Rs 19.9 lakh. Each person is fined Rs 200 for not wearing masks in public places. Most defaulters are found in market areas and shops  where overcrowding is noted. Civic officials said Kurla  which falls under the L Ward  has been the most non-compliant. Dr Jeetendra Jadhav  medical officer  L Ward  said the population density of the ward is high  with 80 per cent of it being covered by slums. “We have been counselling people to wear masks and ensure physical distance…” Jadhav said. The ward has been testing 1 000 people per day  which is higher than BMC’s target of 500 people per ward per day. The civic body has also initiated antigen testing of asymptomatic people  who may be carriers of the virus without their knowledge  and can infect senior citizens. After Kurla  Andheri West recorded the most violations  with 13 099 people being penalised  and fines worth Rs 30 lakh being collected. M-East (Deonar) saw the lowest number of violations  at 3 812. Civic officials said the ward covers mostly the slum population  who cannot afford to pay the fines. Colaba  Churchgate  Santacruz East and Mulund also have low fine collections  perhaps due to better compliance of citizens. On an average  the BMC has been penalising 42 people per day  and collecting around Rs 10 000 as fines per day. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
74,An inquiry committee of the Brihanmumbai Municipal Corporation (BMC)  that probed the Apex Hospital fire incident  on Saturday stated that “prima facie  there is no negligence” on the hospital’s part. Members of the committee told The Indian Express that the hospital had followed protocol possible at the time of transferring patients. The members of the BMC inquiry committee include the assistant commissioner  a medical officer  the dean of Mulund Jumbo facility and an official from the civic body’s mechanical and engineering department. A committee members said that they had inspected the hospital generator  the transfer procedure and taken statements from other hospitals to where the patients had been shifted. Two of the patients had died following the transfer. On the evening of October 12  Mulund-based Apex hospital had to transfer 38 of its Covid-19 patients to eight hospitals after its overheated generator had caught fire in the hospital’s compound. The hospital had been running on a generator since 10 am that morning  following a power outage across the Mumbai Metropolitan Region. Around 5.30 pm  the generator caught fire  shutting down power supply to the hospital’s ventilators and intensive care units (ICUs). Hospital records showed that at the time of the incident  there were 10 critical patients on ventilator support  three patients on high flow nasal cannula and 10 patients on normal oxygen support. The hospital had arranged for ambulances and transferred patients to other hospitals by night. Two patients  Pandurang Dattatrey Kulkarni (84) and Virendra Singh (54)  had died soon after their transfer to Fortis Hospital. While Kulkarni was already critical  Singh was stable but had shown low pulse rate and oxygen saturation levels after the transfer procedure and had to be put on a ventilator. He died a few hours later. In a statement  Fortis Hospital had maintained that Singh “was brought to us in a critical state without BiPap (Bilevel Positive Airway Pressure)  with rapid and shallow breathing  he was also restless  disoriented (he was restrained) and hypoxic (sic).” However  Singh’s son  Krishna Singh said that he plans on lodging a case against Apex Hospital. In its inspection  the four-member BMC committee found that Apex Hospital had purchased a secondhand generator for usage during power failure. The generator had worked for over seven hours before it got overheated and caught fire. “The generator was six to eight years old and in poor condition. Apart from that  we did not find any major faults in the system ” said a committee member  adding that the transfer process had no major discrepancy. BMC Additional Municipal Commissioner  Suresh Kakani said  “The report is almost ready. We are waiting for it before taking a further call.” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
75,Continuing its attack on the BJP over the Metro car shed issue  the Congress on Saturday said the Devendra Fadnavis-led government had insisted on the usage of land in Aarey for the car shed with the intent to commercially exploit it in the immediate future. Congress spokesperson Sachin Sawant said that while only 20 hectares of land were required for the car shed  the state earmarked 62 hectares  and had plans to commercially exploit the remaining land. He added that because of this  the proposal for building a car shed on the Kanjurmarg site was deliberately rejected by the Fadnavis-led government. Sawant said the Technical Committee  set up by the Fadnavis government to evaluate the project  had recommended to the state that if the Kanjurmarg land was not allotted for the project  it should use 20.82 hectares of Aarey land  instead of 30  to save trees. He claimed that while the government was insisting the project would only use 25 hectares  in an affidavit submitted to the Supreme Court in 2019  the actual area was shown as 61.6 hectares. He added that the previous government should come clear on what it was planning to do with the additional 40 hectares of land. Sawant also said that as per the minutes of Fadnavis’ war room meeting  procured under RTI  the Urban Development Department had been directed to reserve 30 hectares of land in Aarey  to be earmarked for car depot and ancillary work. He claimed that the minutes showed that directions were passed that the ancillary work could be expanded in the future to commercial activity. The BJP  meanwhile  dismissed these allegations  and said the decision of commercially exploiting Aarey land was taken by the Prithviraj Chavan-led Congress government. “It was Prithviraj Chavan who  in March 2014  decided to hand over Aarey land to the MMRDA at a nominal rate for the Metro project  and allowed commercial exploitation ” said BJP MLA Ashish Shelar. “Devendra Fadnavis shot down this proposal in 2017 and made it clear that the land would only be used for Metro-related work  and that no commercial exploitation could take place on said land.” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
76,The BJP is finding it tough to strike a balance between loyalists and outsiders in the State Legislature Council polls. Former Congress minister Harshvardhan Patil  who joined the BJP ahead of the 2019 Assembly elections  is vying for the Pune Graduate constituency. However  state BJP leaders find themselves in a dilemma  as inhouse aspirants too are laying claim on the seat. Former BJP minister Subhash Deshmukh is trying to push the candidature of his son Rohan Deshmukh for the Pune Graduate constituency. The elections are scheduled on December 1. The Pune Graduate constituency has become a talking point in the Maharashtra BJP. State BJP president Chandrakant Patil shares an emotive bond  having been elected from this seat twice in the past to become MLC. In 2019  he made a debut in the Assembly polls contesting from Kothrud. The decision led to dislodging of sitting MLA Medha Kulkarni. A section within the BJP had urged Kulkarni to show patience then with a promise that she would be rewarded in the state council. Now  Kulkarni  who has served as professor  is staking claim on the most sought-after seat. Insiders in the BJP indicated that if the party denies her the seat  Kulkarni could explore alternatives in other parties like the MNS. BJP sources claimed Patil loyalist Shekhar Charegaonkar could emerge a dark horse. The state party president is keen on his candidature. Officially  nobody in the party is willing to speak on the final list of candidates for five graduate and teachers constituencies polls. According to Patil  “The core committee of the BJP will take the final decision. The decisions are collective. It’s not decided by any one person.” Union Minister for Surface Transport Nitin Gadkari and Opposition leader Devendra Fadnavis will have to strike a consensus on the candidate for Nagpur Graduate constituency. Highly placed sources said the BJP finds itself caught between Gadkari  who wants to give a second term to sitting MLA Anil Sole  and Fadnavis  who wants to give chance to former NGP mayor Sandeep Joshi. Both Sole and Joshi are party loyalists. A senior general secretary requesting anonymity said  “Whenever we have to select candidates there are always more candidates than seats…” He indicated that in almost every constituency the scenario is no different. The elections for three graduate constituencies slated are Nagpur  Pune and Aurangabad. Elections for two teachers constituencies scheduled are for Pune and Amravati divisions. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
77,Before schools in the state reopen after Diwali vacations from November 23 onwards  RT-PCR test to detect Covid-19 will be conducted for all teachers between November 17 and 22  School Education Minister Varsha Gaikwad said on Saturday. While detailed Standard Operating Procedures (SOPs) regarding the reopening of schools are yet to be released by the school education department  Gaikwad stated that only one child will be made to sit on a single bench and classes will be held on alternate days. She further said that students will be asked to come after eating meals at their homes and will be required to bring their own water bottles. School hours will be reduced to four hours  wherein only science  math and english subjects will be taught  she added. Online learning will continue for the teaching of other subjects  Gaikwad clarified. Schools for other classes will gradually be started in phases. Last week  the department had also released guidelines for teachers for physically attending schools. Chief Minister Uddhav Thackeray on Saturday approved the proposal to resume physical schooling for students of classes nine to 12 after Diwali  keeping in mind the necessary safety precautions. In a virtual meeting hosted with Gaikwad  state Education Minister Bacchu Kadu and Additional Chief Secretary Vandana Krishna  among others  Thackeray said  “Given the present situation  a second wave of coronavirus cannot be ruled out. There is a need to be cautious for some days after Diwali. The schools that had been converted into quarantine centres cannot be re-converted at the moment. Local administration should take a decision whether schools can be started at alternate places in such a situation.” Thackeray emphasised the need to follow precautions such as the sanitisation of school premises and health checkups of teachers. He stated that those students who are ailing  or have ailing members at home  should not be sent to schools by their parents in this period. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
78,The Maharashtra government on Saturday cracked down on Maratha organisations that had planned agitations called ‘Akrosh Morcha’ or ‘Mashal Morcha’. Activists had earlier in the day assembled at the temple town Pandharpur. They were to march from Pandharpur to the Mantralaya in Mumbai. However  the state government implemented Section 144 disallowing assembly of more than five persons. The police detained activists on the spot. Shiv Sangram president Vinayak Mete said  “The government was suppressing the rights of Marathas. The agitation was peaceful. It was to demand the long pending right of reservation. We believe Congress minister Ashok Chavan  who heads the cabinet sub-committee  cannot pursue the matter. He should be divested from the charge of cabinet sub-committee head on Maratha reservation.” In Mumbai  Maratha Kranti Morcha activists assembled at the collector’s office in Bandra. They were to march up to Matoshree  the residence of Chief Minister Uddhav Thackeray. They wanted to submit a memorandum to the CM. To avoid any untoward incident  the government had deployed additional forces outside Matoshree. The activists were detained at Vasai  Virar. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
79,Showik Chakraborty  arrested in a drugs case linked to actor Sushant Singh Rajput’s death  has once again sought bail from a special court here  citing a recent Supreme Court order. This is Showik’s third attempt to seek bail since his arrest by the Narcotics Control Bureau (NCB) in September. Earlier  the special court as well as the Bombay High Court had rejected his bail pleas. In the application filed recently before the special court hearing cases related to the Narcotic Drugs and Psychotropic Substances (NDPS) Act  Showik relied on a recent apex court judgment  which says that “confessional statements” made to the NCB officials cannot be considered as evidence. “The Supreme Court  in its recent order rightly held that the officers who are invested with powers under section NDPS Act (pertaining to the current case) are police Officers within the meaning of section 25 of the Evidence Act. As a result  any confessional statement made to them cannot be taken into account in order to convict an accused under the NDPS Act ” Showik said in his plea. As per section 25 of the Indian Evidence Act  no confession made to a police officer shall be proved as against a person accused of any offence  it said. “In view of the apex court’s judgment  there has been an obvious change in circumstance which would warrant a fresh consideration for bail ” the plea  filed through his advocate Satish Maneshinde  said. In the application  Showik reiterated that he has been “falsely implicated” in the case. The accused has been booked under section 27(A) mechanically and without application of mind  it said. The plea said that the remand applications produced thus far are completely silent as to any allegation of harbouring of offenders as mentioned under Section 27A of the NDPS Act. It claimed the case of the NCB was silent on the amount of financing  quantum of drugs and type of drugs allegedly procured and financed by Showik. The probe agency’s case  in layman terms  is that Showik used to co-ordinate the delivery of drugs for the late Sushant Singh Rajput. In essence  his alleged role  if any  is the purchase of a small quantity of drugs for the late actor. Hence  the allegations against him are is bailable in nature  the plea said. It alleged that the probe agency spun a false narrative that portrays Showik as being someone who finances and procures drugs. The matter is likely to be heard next week  Maneshinde said. The agency has alleged said that actress Rhea Chakraborty and her brother Showik used to facilitate drug deliveries and payment through credit cards  cash and other payment gateways. The NCB is probing multiple drug angles linked to Singh’s death. It began its investigation after the Enforcement Directorate (ED)  which was probing money laundering charges linked to Rajput’s death case  shared some social media chats retrieved from Rhea Chakrabortys mobile phone  hinting at the alleged use of banned drugs. Rhea  who was also arrested by the NCB in September  was released on bail last month. Rajput was found hanging at his residence in suburban Bandra on June 14  2020. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
80,A sessions court at Alibaug in Raigad district on Saturday posted for hearing on November 9 the police’s revision plea challenging a magistrate’s order remanding Republic TV Editor-in-Chief Arnab Goswami to judicial custody in connection with a 2018 abetment of suicide case. The Alibaug district sessions court passed the order after it was informed that the Bombay High Court is presently hearing petitions filed by Goswami and two other accused in the case – Feroze Shaikh and Nitesh Sarda – seeking interim bail and challenging their “illegal arrest”. The police had in its application sought the sessions court to quash the lower court’s order and grant them custody of the three accused. Goswami was arrested on Wednesday morning from his Lower Parel residence in Mumbai in connection with the case. He was taken to the Alibaug police station and later produced before the Chief Judicial Magistrate Sunaina Pingle. Passing the order late on Wednesday night  the magistrate refused to remand the trio to police custody and sent them to judicial custody till November 18. The Alibaug police had sought 14 days’ custody of Goswami for interrogation. Goswami is presently kept at a local school  which has been designated as a COVID-19 centre for the Alibaug prison. In 2018  interior designer Anvay Naik and his mother Kumodini Naik had ended their lives over alleged non-payment of dues by the accused persons’ companies. In May this year  Maharashtra Home Minister Anil Deshmukh had announced he has ordered a fresh probe in the case after a complaint by Adnya Naik  daughter of Anvay Naik. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
81,The three accused doctors booked on charges of abetting the suicide of Dr Payal Tadvi filed a plea before a special court on Friday seeking to restrict the role of the complainant in the case  Tadvi’s mother Abeda  in the trial. “The sole intention of the intervener/complainant (Abeda) is to ensure that the prosecution of the accused persons… is made persecution ” the plea filed by doctors Hema Ahuja  Bhakti Mehare and Ankita Khandelwal said. It added that the court in March had passed an order to allow Abeda to intervene to the extent mentioned in Section 301 of Criminal Procedure Code (CrPC)  as per which  the complainant can assist the prosecutor and submit written arguments after depositions in the case is over. The plea stated that these provisions do not allow for the intervener to file a reply on pleas filed by the accused or the prosecution. “…Anything done by her (Abeda) beyond assisting the prosecution… should be ignored/non-considered… in the interest of justice ” it added. The court has directed the complainant and the prosecution to file a reply to the plea. The three doctors face charges under the Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Act  Maharashtra Prohibition of Ragging Act and Indian Penal Code. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
82,Agisilaos Demetriades  brother of actor Arjun Rampal’s partner Gabriella  who was arrested recently in connection with a drugs case by the Narcotics Control Bureau (NCB)  was granted bail by a special court on Friday. However  the agency took Demtriades’ custody again in another drug case. His bail plea  filed through lawyer Kushal Mor  was allowed by the court with conditions  including Demtriades being directed to deposit his passport to the NCB. The agency  however  went on to seek his custody in another drug case  in which Dharma Productions executive producer Kshitij Prasad was arrested on Wednesday. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
83,The Bombay High Court Thursday quashed an order by the Broadcast Audience Research Council (BARC) that imposed a fine of Rs five lakh on TV Today network for alleged “viewership malpractice” and violation of the Council’s code of conduct. The BARC order was based on a show-cause notice to TV Today  alleging that there was “a significant abnormal jump” in the daily average reach of its channels without any distribution improvement. It had said that the same may be due to influencing the panel households which was strictly prohibited by the Code of Conduct related to redressing viewership malpractices. A division bench of Justice Nitin M Jamdar and Justice Milind N Jadhav passed order on November 5 on TV Today’s plea against a July 31 BARC Disciplinary Council order and warning letter imposing the deposit on the network after BARC’s counsel told the court that it was ready to give the company a fresh hearing. TV Today had also sought interim protection against any possible coercive action by the BARC against it. Senior Counsel Veerendra Tulzapurkar along with advocates Abhinav Chandrachud  Munaf Virjee and Akash Agarwal for the petitioner argued that the Disciplinary Council did not have appropriate quorum when the order was passed and therefore it needed to be set aside. Senior advocate Gopal Jain and advocate Ashish Kamat for BARC told the court that there is a new Code of Conduct for ‘Redressing Viewership Malpractices’ and that the BARC was not averse to giving fresh hearing to the TV Today Network. The BARC lawyers had also raised preliminary objection and said that the plea was not maintainable before the writ jurisdiction of the High Court. Senior Counsel Tulzapurkar for petitioner also expressed willingness to appear before the Disciplinary Council for the fresh hearing. In light of these submissions  the bench noted  “As a consequence of this consensus  the petition is disposed of by quashing and setting aside the impugned orders and that the petitioner will appear before the Disciplinary Council on the date assigned. Order accordingly.” The HC on October 27 directed TV Today Network Ltd to deposit with it the Rs 5 lakh imposed on it by the BARC in lieu of protection from possible coercive action. Senior Counsel Tulzapurkar urged that the amount deposited be refunded to the petitioner  which the court accepted and said  “Considering the fact that the Petition is disposed of in the above circumstances and that the amount was deposited pursuant to the interim order  the request made by the Petitioner is reasonable. The Petitioner is permitted to withdraw the amount of Rs. 5 lakh stated to be deposited in the Registry of this Court.” The bench added  “We make it clear we have not gone into the merits of the case and we leave the issue of maintainability (of the plea) open.” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
84,Twenty days after the body of a missing Covid-19 patient was recovered from Sewri TB hospital’s toilet in Mumbai  a Brihanmumbai Municipal Corporation-appointed probe committee has recommended a string of actions  including the removal of the hospital’s medical superintendent. On October 18  the body of tuberculosis (TB) patient Suryabhan Yadav (27)  who had also tested positive for Covid-19  was found in the hospital toilet a fortnight after he was reported missing from his cot. For 14 days  the body remained inside one of the three toilet cubicles  eventually decomposing and starting to stink. The inquiry committee  headed by BMC Deputy Executive Health Officer Dr Daksha Shah questioned nearly 200 people  including patients  staffers  doctors  nurses and those attached to the hospital administration. It has found lack of supervision and negligence in monitoring of patients. Patients in ward 12  where Yadav was admitted  complained of unbearable stench for days. They said that they had complained many times but no staffer was willing to inspect the source of the smell. The nurses and ward boys had attributed the stench to clogged drains or garbage dumped behind the hospital building. The report  submitted to BMC on Friday  has been sent to the municipal commissioner for approval  following which appropriate action will be initiated. A civic official said that “major changes have been proposed” in the hospital. While action has been proposed against medical officers on duty when Yadav went missing  a departmental inquiry has been advised against nurses and ward boys on duty on October 4. Yadav had moved to Mumbai from Mirzapur for a job in September. He was admitted in a Goregaon hospital after he fell ill. As he tested positive for TB and Covid-19  he was referred to Sewri hospital on September 30. In the wee hours of October 4  he was reported missing and a police complaint was filed by the hospital. His father was informed about his death on October 19  a day after his decomposed body was found in hospital toilet. A source from the hospital said that a medical officer had written in Yadav’s file to check the toilets when he went missing but the instruction was not followed. It is common for Covid-19 patients to collapse if they walk without oxygen support. Patients at Sewri hospital have complained that they were neither provided bed pan nor any aid from the staff to visit toilets in the Covid-19 ward. Several on oxygen support walked to the toilets. The inquiry committee opined that “there was lack of supervision” on part of Superintendent Dr Lalitkumar Anande. A senior BMC official said they have advised that Anande be removed. When contacted  58-year-old Anande said  “I don’t know about the content of the report.” Set to retire next month  he added that he was on duty at the hospital despite being in the high-risk category for Covid-19. Additional Municipal Commissioner Suresh Kakani said  “We have taken serious note of this incident. The final approval on the report will come from the commissioner.” The RAK Marg police  which is investigating the matter  is expected to submit its report by next week. “Our inquiry is in the last stage. We have recorded the statement of the hospital staffers and will submit a report to the BMC commissioner next week ” Deputy Commissioner of Police (Zone IV) Vijay Patil said. An officer said  “We are investigating the matter from the criminal angle and trying to ascertain whether there was any foul play. We will ask the BMC committee to hand us a copy of its report.” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
85,A writ petition was filed by the father of a 32-year-old convict  who died by suicide in Nashik central prison last month  seeking the registration of an FIR against the five prison officials named by him in the suicide note. Asgharali Mansoori was found dead in a cell of the jail on October 7. During the postmortem  a note was found in his abdomen  which named five officials  stating that he was harassed by them. The petition filed by Mansoori’s father  Mumtaz  and People’s Union for Civil Liberties  states that as his father he has the right to know the circumstances that led to the death of his son. While an Accidental Death Record was filed by the Nashik police  an FIR is yet to be filed. The petition seeks that the allegations in the note be thoroughly investigated in a time-bound manner and the prison officials be suspended. The petition also seeks that an independent and impartial body probe into the incident. After his death  at least five prisoners lodged at the jail had also written a letter detailing the alleged harassment Mansoori faced. They had also sought for their statements to be recorded by the magistrate. The petition says that their statements were not recorded by the police yet and sought that they should be provided protection and shifted to another jail in the state. The petition says that the family suspects foul play including the fact that Mansoori was kept in a separate cell for six months as “punishment” in violation of prison rules. Mansoori was convicted in a murder case and had spent nearly 14 years in jail. The petition says that not investigating the death is a violation of fundamental rights. The petition has named the state Home department and the SP of Nashik jail as respondents. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
86,The KfW  a German development bank  has extended a loan worth 545 million euro for the construction of Mumbai Metro Line 4 from Wadala to Kasaravadavli and Line 4A from Kasaravadavli to Gaimukh that will connect the island city to Thane. A memorandum of understanding (MoU) to this effect was signed with the state government on Friday  owing to which the KfW will extend a line of credit worth 545 million euro to the Union Finance Ministry to fund Mumbai Metro Lines 4 and 4A. Negotiations for this line of credit had been ongoing for well over a year. The Mumbai Metropolitan Region Development Authority (MMRDA)  which is implementing metro lines 4 and 4A  said the credit package is made up of one development loan of 345 million euro  including 255 million euro to buy rolling stock  and another promotional loan of 200 million euro. A sum of 90 million euro will be used for a multi-modal integration system  it said. The 545 million euro loan package of KfW is the highest amount given to India ever  that too at the lowest rate of interest offered by any financial institution so far  it added. The interest rates vary between 0.07% and 0.82%. Mumbai line 4 stretches from Wadala to Kasaravadavli  while line 4A is from Kasaravadavli to Gaimukh. The two lines  around 35 kilometre long  will help connect the island city to Thane. The project cost of the two lines will be about Rs 23 000 crore and the KfW’s loan will amount to roughly Rs 4 000 crore. “Although it is good to start mega transportation projects  it is more important to do financial closures and provide support to project authorities – such as making available the required land – without which projects can’t be completed ” said Maharashtra Chief Minister Uddhav Thackeray. The MMRDA has claimed that the two metro lines are likely to ferry 13-14 lakh people once complete. About 21% of civil work on line 4 and six percent of civil work on line 4A are now complete. “The MMRDA is also working for mitigation of climate change by executing metro projects across the Mumbai metropolitan region. Once metro lines 4 and 4A begin operations  it will help save up to 1 21 000 tonnes of greenhouse gases every year ” said MMRDA Commissioner RA Rajeev. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
87,After the Supreme Court served a showcause notice to the Secretary of the Maharashtra Assembly for his letter to television anchor Arnab Goswami purportedly objecting to disclosing House proceedings to the Supreme Court  a senior Assembly Secretariat official said there had been no violation of norms. “We have acted as per the laid procedures ” the official said  requesting that he not be identified. On September 16  during a curtailed two-day monsoon session of the state legislature  the Assembly Secretariat had sought a written response from Goswami within a week over a breach of privilege motion against him. Shiv Sena MLA Pratap Sarnaik moved the breach of privilege taking objection to the manner in which Goswani referred to Chief Minister Uddhav Thackeray and other ministers in his television programmes about actor Sushant Singh Rajput’s death. As per norms  the state legislative Secretariat provided the proceedings of Assembly relating to breach of privilege motion  to enable him to prepare his defence  the official said. However  the official said  it came to their notice that instead of responding to the breach of privilege motion  Goswami had tagged the Assembly proceedings to his petition in the Supreme Court against the motion. As per process  Assembly proceedings are confidential  and the Speaker’s permission is necessary before using it in any matter  according to officials  who said Goswami had not obtained this permission. On October 13  the state legislature Assembly Secretary served a second notice to Goswami  asking why he had submitted the Assembly proceedings in Supreme Court without permission of Assembly Speaker Nana Patole. Goswami was told to give in writing his explanation by October 16. State legislature Assembly Secretary Rajendra Bhagwat refused to comment on the developments. Bhagwat said  “I am in Nagpur. I have come here along with my officers for a meeting to review the pre-winter session. I have not seen the SC notice and would not like to comment.” Officials in the state legislature Secretariat indicated that Patole would be the appropriate authority to make an official statement on the matter. Patole was not available for comment. However  a senior official associated with working of state legislature Assembly and Council said  “The notice sent to Goswami was confined only to asking him why he had tagged the Assembly proceedings to his petition. First notice was to get his response on breach of privilege. Second notice was why he submitted Assembly proceedings in SC without taking proper permission from Speaker.” The Privileges Committee held its preliminary meeting on Thursday and discussed the matter. But there was no decision taken or order issued to arrest Goswami  said officials. Nor was he questioned for filing an appeal in SC. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
88,The three-judge bench (full bench) of the Bombay High Court on Friday held that prisoners convicted under the Protection of Children from the Sexual Offences (POCSO) Act cannot avail emergency parole in view of Supreme Court’s directions to decongest jails due to the Covid-19 pandemic. The full bench said newly introduced Rule 19 (1) (C) of Maharashtra Prisons (Mumbai Furlough and Parole) Rules  which restricted grant of emergency parole to convicts under special laws  covers POCSO Act. The court on Thursday had concluded hearing of the reference made to it by a two-judge division bench to decide whether prisoners convicted under POCSO Act can avail emergency parole. On November 3  the full bench comprising Justice K K Tated  Justice G S Kulkarni and Justice N R Borkar had expanded the scope of the case and said it would decide whether emergency parole can be extended to convicts not only under POCSO Act but also under all special Acts like Terrorist and Disruptive Activities (Prevention) Act (TADA)  Prevention of Money Laundering Act (PMLA) and Unlawful Activities (Prevention) Act (UAPA)  among others. The reference to the full bench was made by Justice S S Shinde and Justice M S Karnik  who last month had ruled on a plea by a 31-year-old man  convicted for raping a minor and booked under POCSO Act  seeking release on emergency parole due to Covid-19. The HC said on Friday  “The reference as made in the rule to certain special Acts is certainly not exhaustive and would include within its ambit other similar Acts where the offences are serious. The reference to special Acts like MCOC  PMLA  MPID  NDPS and UAPA is required to read ejusdem generis (of similar class). The court cannot be oblivious that when the accused is sentenced for seven years and above under the provisions of the POCSO Act  it is certainly a conviction for a serious offence affecting the society at large.” “We are not inclined to accept the contentions… that merely because POCSO Act is not found in the special Acts as referred in the proviso  the prisoners convicted under the Act can avail benefit of emergency parole ” it added. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Mumbai News  download Indian Express App. ,mumbai,ie
89, Pune mayor Murlidhar Mohol has appealed to residents to avoid firecrackers in view of the possible second wave of Covid.  Mohol said  “The central government team that visited Pune has stated of a possible second surge of Covid cases in December and January. As bursting of firecrackers cause respiratory-related problem  it also generate aerosols which may transmit Covid virus more rapidly. Some states have already taken a decision to ban firecrackers during Diwali. Hence  citizens on their own need to take necessary care and avoid firecrackers this seson.”  The mayor said that as the Mumbai municipal corporation has taken some decisions regarding firecrackers  the Pune counterpart has sought the details and could issue guidelines likewise.  “I request traders and kids who burst crackers during the festival  mainly on Laxmi Puja  to keep it at a minimum level as it will badly affect those with respiratory issues ” he said.  A civic official on condition of anonymity said  “With many restrictions already in place due to the Covid situation  we have only made a public appeal to avoid use of crackers instead of banning it. As it is  there is no mechanism to check citizens using firecrackers during the festival.”  Meanwhile  the civic administration has already put in place many checks and guidelines for crackers sellers to put up roadside stalls in an effort to bring down supply numbers.  NCP demands ban on cracker sale  Nationalist Congress Party’s (NCP) spokesperson Ankush Kakade has demanded the state ban on sale of firecrackers in view of the Covid situation. Kakade has written to deputy chief minister Ajit Pawar to take the decision as carried out by Delhi and other states.  ,pune,ht
